Code,Name,Freq_Score,3Y,5Y,10Y,15Y,20Y,Avg_Return,Std_Dev,Risk_Grade
120338,LIC MF Banking & PSU Fund-Direct Plan-Growth,0,7.8,6.02,7.32,-100.0,-100,7.05,0.93,Low
148419,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,0,7.55,5.91,-100.0,-100.0,-100,6.73,0.98,Low
151107,HSBC Banking and PSU Debt Fund - Direct Growth,0,7.49,-100.0,-100.0,-100.0,-100,7.49,0.0,Low
119550,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,0,7.73,6.23,7.79,-100.0,-100,7.25,0.87,Low
134552,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,0,7.75,6.23,7.69,-100.0,-100,7.22,0.96,Low
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,0,7.69,5.62,6.88,-100.0,-100,6.73,1.03,Low
150505,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,0,7.19,-100.0,-100.0,-100.0,-100,7.19,0.72,Low
134547,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,0,7.75,6.23,7.69,-100.0,-100,7.22,0.96,Low
148534,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,0,7.53,6.32,-100.0,-100.0,-100,6.93,0.73,Low
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,0,7.66,6.18,-100.0,-100.0,-100,6.92,1.29,Low
124175,DSP Banking & PSU Debt Fund - Direct Plan - Growth,0,7.67,5.96,7.45,-100.0,-100,7.03,1.11,Low
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,0,7.99,6.67,7.85,-100.0,-100,7.5,0.77,Low
148656,TRUSTMF BANKING & PSU FUND - DIRECT GROWTH,0,7.63,-100.0,-100.0,-100.0,-100,7.63,0.68,Low
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,0,7.63,5.81,6.74,-100.0,-100,6.73,0.86,Low
125503,SBI BANKING & PSU FUND - Direct Plan - Growth,0,7.7,5.9,7.44,-100.0,-100,7.01,0.91,Low
123693,Kotak Banking and PSU Debt Direct - Growth,0,7.91,6.43,7.81,-100.0,-100,7.38,1.01,Low
121279,Bandhan Banking and PSU Fund - Direct Growth,0,7.47,6.0,7.41,-100.0,-100,6.96,0.76,Low
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,0,7.91,6.44,7.79,-100.0,-100,7.38,1.01,Low
150996,HSBC Corporate Bond Fund - Direct Growth,0,7.84,-100.0,-100.0,-100.0,-100,7.84,0.0,Low
120438,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,0,7.51,6.05,7.47,-100.0,-100,7.01,0.79,Low
144646,DSP Corporate Bond Fund - Direct - Growth,0,7.55,5.71,-100.0,-100.0,-100,6.63,0.74,Low
141588,Axis Corporate Bond Fund - Direct Plan Growth,0,8.25,6.71,-100.0,-100.0,-100,7.48,0.9,Low
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,0,7.82,6.27,7.72,-100.0,-100,7.27,0.86,Low
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,0,8.2,-100.0,-100.0,-100.0,-100,8.2,0.99,Low
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,0,7.81,6.2,7.61,-100.0,-100,7.21,0.88,Low
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,0,7.64,7.27,6.91,-100.0,-100,7.27,0.89,Low
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,0,8.09,6.7,7.8,-100.0,-100,7.53,0.7,Low
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,0,7.25,5.77,7.16,-100.0,-100,6.73,0.8,Low
135916,BANDHAN Corporate Bond Fund - Direct Growth,0,7.62,5.94,-100.0,-100.0,-100,6.78,0.77,Low
148755,Mirae Asset Corporate Bond Fund Direct Growth Plan,0,7.66,-100.0,-100.0,-100.0,-100,7.66,0.96,Low
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,0,8.02,6.43,7.66,-100.0,-100,7.37,0.89,Low
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,0,8.33,6.59,7.86,-100.0,-100,7.59,1.1,Low
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,0,7.97,6.34,7.8,-100.0,-100,7.37,0.91,Low
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,0,7.88,6.12,7.43,-100.0,-100,7.14,0.94,Low
149361,Tata Corporate Bond Fund-Direct Plan-Growth,0,8.01,-100.0,-100.0,-100.0,-100,8.01,0.91,Low
146215,SBI Corporate Bond Fund - Direct Plan - Growth,0,7.9,6.16,-100.0,-100.0,-100,7.03,0.9,Low
143241,Union Corporate Bond Fund - Direct Plan - Growth Option,0,7.67,5.78,-100.0,-100.0,-100,6.72,0.93,Low
138330,PGIM India Corporate Bond Fund - Direct Plan - Growth,0,7.9,6.44,-100.0,-100.0,-100,7.17,0.92,Low
134387,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,0,11.68,10.05,9.16,-100.0,-100,10.3,2.66,Low
144339,UTI Corporate Bond Fund - Direct Plan - Growth Option,0,7.85,6.2,-100.0,-100.0,-100,7.02,0.87,Low
148304,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0,,,-100.0,-100.0,-100,,,Avg
148333,Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0,,,-100.0,-100.0,-100,,,Avg
151045,HSBC Credit Risk Fund - Direct Growth,0,12.03,-100.0,-100.0,-100.0,-100,12.03,0.0,Low
147958,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0,,-100.0,-100.0,-100.0,-100,,,Avg
130314,Axis Credit Risk Fund - Direct Plan - Growth,0,8.77,7.65,7.95,-100.0,-100,8.12,0.68,Low
140603,BANDHAN Credit Risk Fund-Direct Plan-Growth,0,7.51,6.33,-100.0,-100.0,-100,6.92,0.93,Low
118553,Franklin India Credit Risk Fund - Direct - Growth,0,9.19,6.21,7.93,-100.0,-100,7.78,3.45,Low
119621,Sundaram Corporate Bond Fund Direct Plan - Growth,0,7.55,6.05,7.62,-100.0,-100,7.07,0.87,Low
119082,DSP Credit Risk Fund - Direct Plan - Growth,0,15.61,12.03,8.67,-100.0,-100,12.1,6.24,Avg
118807,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,0,8.17,6.86,7.66,-100.0,-100,7.56,0.94,Low
128051,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,0,8.2,7.32,8.3,-100.0,-100,7.94,0.78,Low
118814,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,0,8.17,6.86,7.66,-100.0,-100,7.56,0.94,Low
119741,Kotak Credit Risk Fund - Growth - Direct,0,8.51,6.74,7.79,-100.0,-100,7.68,1.45,Low
133488,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,0,8.68,10.25,8.64,-100.0,-100,9.19,0.69,Low
148261,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0,,,-100.0,-100.0,-100,,,Avg
148242,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0,,,-100.0,-100.0,-100,,,Avg
120711,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,0,9.05,7.97,8.65,-100.0,-100,8.56,1.03,Low
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,0,8.81,7.38,8.07,-100.0,-100,8.09,1.21,Low
150180,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option,0,7.59,-100.0,-100.0,-100.0,-100,7.59,2.18,Low
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,0,7.48,5.43,7.79,-100.0,-100,6.9,3.18,Low
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,0,5.4,6.6,-100.0,-100.0,-100,6.0,4.93,Avg
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,0,9.12,9.23,6.84,-100.0,-100,8.4,0.71,Low
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan,0,,,-100.0,-100.0,-100,,,Avg
147988,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan,0,,-100.0,-100.0,-100.0,-100,,,Avg
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,0,10.68,7.85,6.89,-100.0,-100,8.47,2.44,Low
151087,HSBC Dynamic Bond Fund - Direct Growth,0,7.54,-100.0,-100.0,-100.0,-100,7.54,0.0,Low
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,0,6.7,5.21,7.0,-100.0,-100,6.3,2.45,Low
149029,ITI Dynamic Bond Fund - Direct Plan - Growth Option,0,7.26,-100.0,-100.0,-100.0,-100,7.26,1.86,Low
145589,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,0,6.36,5.28,-100.0,-100.0,-100,5.82,1.96,Low
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,0,7.49,6.72,7.01,-100.0,-100,7.07,1.98,Low
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,0,8.41,7.15,8.9,-100.0,-100,8.15,1.17,Low
122715,360 ONE Dynamic Bond Fund Direct Plan Growth,0,8.47,7.03,7.47,-100.0,-100,7.66,1.53,Low
119755,Kotak Dynamic Bond Fund - Growth - Direct,0,8.0,6.3,8.35,-100.0,-100,7.55,2.23,Low
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,0,7.95,5.85,-100.0,-100.0,-100,6.9,1.82,Low
120764,UTI Credit Risk Fund - Direct Plan - Growth Option,0,7.99,10.07,3.83,-100.0,-100,7.3,0.74,Low
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,0,7.73,6.02,8.0,-100.0,-100,7.25,1.69,Low
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,0,7.59,5.69,-100.0,-100.0,-100,6.64,0.76,Low
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,0,8.17,7.35,6.97,-100.0,-100,7.5,1.84,Low
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,0,7.56,6.08,7.07,-100.0,-100,6.9,1.73,Low
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,0,7.86,6.33,7.7,-100.0,-100,7.3,2.12,Low
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,0,7.96,6.33,8.22,-100.0,-100,7.5,2.05,Low
118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,0,7.94,5.96,7.41,-100.0,-100,7.1,1.74,Low
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,0,7.4,6.69,-100.0,-100.0,-100,7.04,2.5,Low
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,0,6.58,4.5,6.23,-100.0,-100,5.77,2.57,Low
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,0,7.93,6.51,7.5,-100.0,-100,7.31,0.47,Low
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,0,8.06,6.28,8.09,-100.0,-100,7.48,2.01,Low
119239,DSP Strategic Bond Fund - Direct Plan - Growth,0,8.06,5.89,7.52,-100.0,-100,7.16,2.54,Low
149049,Axis Floater Fund - Direct Plan - Growth,0,8.37,-100.0,-100.0,-100.0,-100,8.37,1.88,Low
148771,DSP Floater Fund - Direct Plan - Growth,0,8.46,-100.0,-100.0,-100.0,-100,8.46,0.9,Low
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,0,7.86,9.18,7.47,-100.0,-100,8.17,1.69,Low
118508,Franklin India Floating Rate Fund - Direct - Growth,0,8.61,6.93,7.02,-100.0,-100,7.52,0.72,Low
145295,UTI - Floater Fund - Direct Plan - Growth Option,0,7.46,6.1,-100.0,-100.0,-100,6.78,0.5,Low
149007,Tata Floating Rate Fund -Direct Plan-Growth,0,7.91,-100.0,-100.0,-100.0,-100,7.91,0.71,Low
148711,BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,0,8.0,-100.0,-100.0,-100.0,-100,8.0,0.76,Low
148550,SBI Floating Rate Debt Fund - Direct Plan - Growth,0,7.78,6.31,-100.0,-100.0,-100,7.04,0.69,Low
147269,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,0,8.32,6.68,-100.0,-100.0,-100,7.5,0.59,Low
120425,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,0,8.52,7.01,7.95,-100.0,-100,7.83,0.66,Low
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,0,7.32,6.02,-100.0,-100.0,-100,6.67,2.78,Low
120447,Axis Gilt Fund - Direct Plan - Growth Option,0,7.86,5.94,7.7,-100.0,-100,7.17,2.59,Low
151014,HSBC Gilt Fund - Direct Growth,0,6.95,-100.0,-100.0,-100.0,-100,6.95,0.0,Low
118656,Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,0,8.09,6.49,7.59,-100.0,-100,7.39,0.7,Low
118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,0,8.19,6.74,7.53,-100.0,-100,7.49,0.53,Low
118464,Bandhan Gilt Fund - Direct Plan - Growth,0,7.68,5.57,8.18,-100.0,-100,7.14,3.2,Low
119116,HDFC Gilt Fund - Growth Option - Direct Plan,0,7.44,5.46,7.14,-100.0,-100,6.68,2.19,Low
118299,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,0,7.07,5.39,7.52,-100.0,-100,6.66,2.7,Low
119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,0,6.99,5.57,8.07,-100.0,-100,6.88,2.86,Low
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,0,8.03,7.75,-100.0,-100.0,-100,7.89,1.96,Low
120590,ICICI Prudential Gilt Fund - Direct Plan - Growth,0,8.28,6.73,8.58,-100.0,-100,7.86,1.54,Low
119759,Kotak Gilt-Investment Regular-Growth - Direct,0,6.99,5.59,7.98,-100.0,-100,6.85,2.97,Low
120520,Invesco India Gilt Fund - Direct  Plan - Growth,0,7.67,5.57,7.26,-100.0,-100,6.83,2.87,Low
151228,quant Gilt Fund - Growth Option - Direct Plan,0,6.87,-100.0,-100.0,-100.0,-100,6.87,0.0,Low
138472,PGIM India Gilt Fund - Direct Plan - Growth,0,7.53,5.94,-100.0,-100.0,-100,6.74,2.53,Low
150407,Union Gilt Fund - Direct Plan - Growth Option,0,6.6,-100.0,-100.0,-100.0,-100,6.6,3.04,Low
133265,Nippon India Gilt  Fund- Direct Plan- Growth Plan- Bonus Option,0,7.24,5.55,8.42,-100.0,-100,7.07,2.57,Low
118498,Franklin India Government Securities Fund - Direct - Growth,0,6.67,5.13,6.54,-100.0,-100,6.11,1.75,Low
119707,SBI GILT FUND - DIRECT PLAN - GROWTH,0,7.58,6.21,8.3,-100.0,-100,7.36,2.57,Low
118672,Nippon India Gilt  Fund - Direct Plan Growth Plan - Growth Option,0,7.24,5.55,8.42,-100.0,-100,7.07,2.57,Low
119341,Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,0,7.82,5.68,7.2,-100.0,-100,6.9,2.15,Low
119953,Tata Gilt Securities Fund- Direct Plan - Growth Option,0,7.89,5.73,7.32,-100.0,-100,6.98,2.63,Low
119099,DSP Gilt Fund - Direct Plan - Growth,0,7.8,6.07,8.24,-100.0,-100,7.37,2.92,Low
150410,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option,0,8.21,-100.0,-100.0,-100.0,-100,8.21,2.55,Low
131061,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,0,8.34,5.87,8.4,-100.0,-100,7.54,2.51,Low
118387,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,0,8.4,5.59,8.33,-100.0,-100,7.44,2.55,Low
120792,UTI - GILT FUND - Direct Plan - Growth Option,0,7.21,5.53,7.64,-100.0,-100,6.79,2.42,Low
131301,DSP 10Y G-Sec Fund - Direct Plan - Growth,0,7.97,5.05,7.17,-100.0,-100,6.73,2.58,Low
125345,360 ONE LIQUID FUND DIRECT PLAN  GROWTH,0,6.87,5.66,5.81,-100.0,-100,6.11,0.23,Low
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,0,7.0,5.59,7.98,-100.0,-100,6.86,2.97,Low
120137,SBI CONSTANT MATURITY 10 YEAR GILT FUND - DIRECT PLAN - GROWTH,0,8.19,5.8,8.27,-100.0,-100,7.42,2.51,Low
120282,LIC MF Gilt Fund-Direct Plan-Growth,0,6.6,4.98,7.34,-100.0,-100,6.31,2.73,Low
119568,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,0,7.11,5.9,6.28,-100.0,-100,6.43,0.15,Low
118364,BANDHAN LIQUID Fund -Direct Plan-Growth,0,7.04,5.84,6.15,-100.0,-100,6.34,0.15,Low
119369,BANK OF INDIA Liquid Fund- Direct Plan- Growth,0,7.06,5.88,6.21,-100.0,-100,6.38,0.24,Low
120389,Axis Liquid Fund - Direct Plan - Growth Option,0,7.08,5.89,6.25,-100.0,-100,6.41,0.16,Low
139258,JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,0,4.6,5.63,-100.0,-100.0,-100,5.12,0.16,Low
140196,Edelweiss Liquid Fund - Direct Plan - Growth Option,0,7.09,5.91,-100.0,-100.0,-100,6.5,0.13,Low
120197,ICICI Prudential Liquid Fund - Direct Plan - Growth,0,7.04,5.84,6.21,-100.0,-100,6.36,0.14,Low
118305,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,0,7.07,5.85,6.08,-100.0,-100,6.33,0.25,Low
120038,HSBC Liquid Fund -  Growth Direct,0,7.06,5.87,6.21,-100.0,-100,6.38,0.16,Low
119135,Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,0,6.99,5.76,6.16,-100.0,-100,6.3,0.17,Low
119125,DSP Liquidity Fund - Direct Plan - Growth,0,7.05,5.86,6.21,-100.0,-100,6.37,0.15,Low
147157,ITI Liquid Fund - Direct Plan - Growth Option,0,6.82,5.65,-100.0,-100.0,-100,6.24,0.16,Low
139257,JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,0,4.6,5.63,-100.0,-100.0,-100,5.12,0.16,Low
145834,Motilal Oswal Liquid Fund - Direct Growth,0,6.65,5.51,-100.0,-100.0,-100,6.08,0.22,Low
120249,LIC MF Liquid Fund-Direct Plan-Growth,0,7.03,5.85,6.23,-100.0,-100,6.37,0.14,Low
119415,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,0,7.04,5.88,6.26,-100.0,-100,6.39,0.2,Low
118577,Franklin India Liquid Fund - Super Institutional - Direct - Growth,0,7.05,5.86,6.27,-100.0,-100,6.39,0.15,Low
119766,Kotak Liquid Fund - Direct Plan - Growth,0,7.04,5.84,6.17,-100.0,-100,6.35,0.16,Low
143269,Parag Parikh Liquid Fund- Direct Plan- Growth,0,6.69,5.57,-100.0,-100.0,-100,6.13,0.16,Low
119091,HDFC Liquid Fund - Growth Option - Direct Plan,0,7.02,5.83,6.16,-100.0,-100,6.34,0.15,Low
139235,Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,0,7.13,5.91,-100.0,-100.0,-100,6.52,0.25,Low
138299,PGIM India Liquid Fund - Direct Plan - Growth,0,7.08,5.89,-100.0,-100.0,-100,6.48,0.13,Low
120406,JM Liquid Fund (Direct) - Growth Option,0,6.98,5.83,6.2,-100.0,-100,6.34,0.16,Low
120537,Invesco India Liquid Fund - Direct Plan - Growth,0,7.02,5.84,6.18,-100.0,-100,6.35,0.16,Low
149664,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,0,7.07,-100.0,-100.0,-100.0,-100,7.07,0.15,Low
120837,quant Liquid Fund - Growth Option - Direct Plan,0,6.95,6.02,6.49,-100.0,-100,6.49,0.21,Low
119164,Navi Liquid Fund-Direct Plan-Growth Option,0,6.65,-57.93,-33.07,-100.0,-100,-28.12,0.15,Low
118701,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,0,7.06,5.88,6.25,-100.0,-100,6.4,0.16,Low
118859,Mirae Asset Liquid Fund - Direct Plan - Growth,0,7.06,5.88,6.18,-100.0,-100,6.37,0.15,Low
148841,TRUSTMF Liquid Fund-Direct Plan-Growth,0,7.0,-100.0,-100.0,-100.0,-100,7.0,0.44,Low
139538,Mahindra Manulife Liquid Fund - Direct Plan -Growth,0,7.08,5.91,-100.0,-100.0,-100,6.5,0.24,Low
145971,WhiteOak Capital Liquid Fund- Direct plan-Growth Option,0,6.93,5.65,-100.0,-100.0,-100,6.29,0.21,Low
120304,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,0,7.06,5.87,6.22,-100.0,-100,6.38,0.14,Low
150484,Aditya Birla Sun Life Long Duration Fund-Direct Growth,0,8.04,-100.0,-100.0,-100.0,-100,8.04,2.69,Low
103734,Quantum Liquid Fund - Direct Plan Growth Option,1,6.72,5.59,5.72,6.69,-100,6.18,0.21,Low
119800,SBI Liquid Fund - DIRECT PLAN -Growth,0,7.0,5.82,6.16,-100.0,-100,6.33,0.13,Low
119303,Union Liquid Fund - Direct Plan - Growth Option,0,7.08,5.89,5.82,-100.0,-100,6.26,0.24,Low
119861,Tata Liquid Fund- Direct Plan-Growth Option,0,7.06,5.86,6.23,-100.0,-100,6.38,0.15,Low
120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,0,7.83,5.29,7.9,-100.0,-100,7.01,2.53,Low
143704,Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,0,7.88,5.52,-100.0,-100.0,-100,6.7,3.35,Low
133925,DSP Low Duration Fund - Direct Plan - Growth,0,7.5,6.13,7.01,-100.0,-100,6.88,0.39,Low
147999,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,0,,-100.0,-100.0,-100.0,-100,,,Avg
151117,HSBC Low Duration Fund - Direct Growth,0,8.2,-100.0,-100.0,-100.0,-100,8.2,0.0,Low
118530,Franklin India Low Duration Fund - Direct - Growth,0,8.12,8.16,-100.0,-100.0,-100,8.14,5.85,Avg
150169,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,0,7.67,-100.0,-100.0,-100.0,-100,7.67,0.39,Low
118291,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,0,7.5,6.02,6.79,-100.0,-100,6.77,0.4,Low
120570,Invesco India Low Duration Fund - Direct Plan - Growth,0,7.48,6.1,7.04,-100.0,-100,6.87,0.39,Low
120315,LIC MF Low Duration Fund-Direct Plan-Growth,0,7.57,6.26,6.72,-100.0,-100,6.85,0.38,Low
120398,ICICI Prudential Savings Fund - Direct Plan - Growth,0,7.88,6.41,7.36,-100.0,-100,7.22,0.43,Low
143612,JM Low Duration Fund (Direct) - Growth,0,7.5,6.08,-100.0,-100.0,-100,6.79,0.38,Low
133810,Kotak Low Duration Fund- Direct Plan- Growth Option,0,7.86,6.48,7.62,-100.0,-100,7.32,0.42,Low
118371,BANDHAN Low Duration Fund-Direct Plan-Growth,0,7.43,6.04,6.95,-100.0,-100,6.81,0.39,Low
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,0,7.75,6.38,7.25,-100.0,-100,7.13,0.4,Low
118709,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,0,7.75,6.56,7.18,-100.0,-100,7.16,0.4,Low
118942,HDFC Low Duration  Fund - Direct Plan - Growth,0,7.86,6.51,7.37,-100.0,-100,7.25,0.42,Low
119523,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,0,7.8,6.55,7.52,-100.0,-100,7.29,0.43,Low
149526,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,0,7.65,-100.0,-100.0,-100.0,-100,7.65,0.42,Low
119812,SBI LOW DURATION FUND - DIRECT PLAN - GROWTH,0,7.61,6.2,6.99,-100.0,-100,6.93,0.39,Low
119863,Tata Treasury Advantage Fund - Direct Plan - Growth Option,0,7.53,6.15,6.43,-100.0,-100,6.7,0.39,Low
120475,Axis Strategic Bond Fund - Direct Plan - Growth Option,0,8.78,7.37,8.38,-100.0,-100,8.18,1.08,Low
140613,Mahindra Manulife Low Duration Fund - Direct Plan -Growth,0,7.76,6.34,-100.0,-100.0,-100,7.05,0.39,Low
147966,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0,,-100.0,-100.0,-100.0,-100,,,Avg
118924,DSP Bond Fund - Direct Plan - Growth,0,7.87,6.13,6.72,-100.0,-100,6.91,1.02,Low
118554,Franklin India Income Opportunities Fund - Direct - Growth,0,5.41,6.74,-100.0,-100.0,-100,6.08,6.92,Avg
151146,HSBC Medium Duration Fund - Direct Growth,0,8.43,-100.0,-100.0,-100.0,-100,8.43,0.0,Low
118401,Bandhan Medium Duration Fund - Direct Plan - Growth,0,7.62,5.6,7.26,-100.0,-100,6.83,1.42,Low
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,0,8.18,6.8,7.94,-100.0,-100,7.64,1.0,Low
118840,Mirae Asset Low Duration Fund - Direct Plan - Growth,0,7.68,6.26,6.68,-100.0,-100,6.87,0.38,Low
148285,Nippon India Medium Duration Fund - Segregated Portfolio 2 - Direct Plan - Growth Option,0,,,-100.0,-100.0,-100,,,Avg
118702,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,0,7.75,6.56,7.18,-100.0,-100,7.16,0.4,Low
120670,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,0,8.66,7.43,8.27,-100.0,-100,8.12,0.98,Low
119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,0,10.24,12.63,9.31,-100.0,-100,10.73,1.99,Low
119824,SBI MEDIUM DURATION FUND - DIRECT PLAN - GROWTH,0,8.16,6.58,8.8,-100.0,-100,7.85,1.03,Low
119127,Tata Medium Term Fund- Direct Plan- Growth Option,0,7.46,3.3,-100.0,-100.0,-100,5.38,2.52,Low
120735,UTI Low Duration Fund - Direct Plan - Growth Option,0,7.56,7.25,6.28,-100.0,-100,7.03,0.4,Low
119675,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth,0,6.7,4.9,6.45,-100.0,-100,6.02,1.23,Low
148257,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Growth Option,0,,,-100.0,-100.0,-100,,,Avg
149011,Invesco India Medium Duration Fund - Direct Plan - Growth,0,7.75,-100.0,-100.0,-100.0,-100,7.75,1.17,Low
130050,Nippon India Medium Duration Fund - Direct Plan - Growth Option,0,8.86,9.39,4.17,-100.0,-100,7.47,1.75,Low
128006,Kotak Medium Term Fund - Direct Growth,0,9.0,7.4,8.05,-100.0,-100,8.15,1.28,Low
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,0,7.17,5.78,7.64,-100.0,-100,6.86,1.9,Low
134503,UTI Medium Duration Fund - Direct Plan - Growth Option,0,7.55,6.53,6.55,-100.0,-100,6.88,1.04,Low
